Chr;Motif name;Motif pos
chr5;bzpH_M0283_1.02;1378
chr5;bzpH_M0283_1.02;1389
chr5;bzpH_M0283_1.02;1397
chr5;bzpH_M0283_1.02;1414
chr5;bzpH_M0283_1.02;1419
chr5;bzpH_M0283_1.02;1422
chr5;bzpH_M0283_1.02;1428
chr5;bzpH_M0283_1.02;1429
chr5;bzpH_M0283_1.02;1431
chr5;bzpH_M0283_1.02;1439
chr5;bzpH_M0283_1.02;1446
chr5;bzpH_M0283_1.02;1459
chr5;bzpH_M0283_1.02;1463
chr5;bzpH_M0283_1.02;1479
chr5;bzpH_M0283_1.02;1488
chr5;bzpH_M0283_1.02;1488
chr5;bzpH_M0283_1.02;1488
chr5;bzpH_M0283_1.02;1495
chr5;bzpH_M0283_1.02;1501
chr5;bzpH_M0283_1.02;1502
chr5;bzpH_M0283_1.02;1515
chr5;bzpH_M0283_1.02;1515
chr5;bzpH_M0283_1.02;1521
chr5;bzpH_M0283_1.02;1522
chr5;bzpH_M0283_1.02;1535
chr5;bzpH_M0283_1.02;1543
chr5;bzpH_M0283_1.02;1555
chr5;bzpH_M0283_1.02;1591
chr5;bzpH_M0283_1.02;1591
chr5;bzpH_M0283_1.02;1625
chr5;bzpH_M0283_1.02;1628
chr5;bzpH_M0283_1.02;1632
chr5;bzpH_M0283_1.02;1638
chr5;bzpH_M0283_1.02;1641
chr5;bzpH_M0283_1.02;1646
chr5;bzpH_M0283_1.02;1648
chr5;bzpH_M0283_1.02;1653
chr5;bzpH_M0283_1.02;1656
chr5;bzpH_M0283_1.02;1672
chr5;bzpH_M0283_1.02;1683
chr5;bzpH_M0283_1.02;1688
chr5;bzpH_M0283_1.02;1690
chr5;bzpH_M0283_1.02;1690
chr5;bzpH_M0283_1.02;1699
chr5;bzpH_M0283_1.02;1707
chr5;bzpH_M0283_1.02;1707
chr5;bzpH_M0283_1.02;1708
chr5;bzpH_M0283_1.02;1708
chr5;bzpH_M0283_1.02;1712
chr5;bzpH_M0283_1.02;1722
chr5;bzpH_M0283_1.02;1725
chr5;bzpH_M0283_1.02;1738
chr5;bzpH_M0283_1.02;1743
chr5;bzpH_M0283_1.02;1747
chr5;bzpH_M0283_1.02;1759
chr5;bzpH_M0283_1.02;1762
chr5;bzpH_M0283_1.02;1778
chr5;bzpH_M0283_1.02;1795
chr5;bzpH_M0283_1.02;1800
chr5;bzpH_M0283_1.02;1814
chr5;bzpH_M0283_1.02;1814
chr5;bzpH_M0283_1.02;1819
chr5;bzpH_M0283_1.02;1822
chr5;bzpH_M0283_1.02;1825
chr5;bzpH_M0283_1.02;1826
chr5;bzpH_M0283_1.02;1834
chr5;bzpH_M0283_1.02;1835
chr5;bzpH_M0283_1.02;1843
chr5;bzpH_M0283_1.02;1854
chr5;bzpH_M0283_1.02;1864
chr5;bzpH_M0283_1.02;1874
chr5;bzpH_M0283_1.02;1882
chr5;bzpH_M0283_1.02;1882
chr5;bzpH_M0283_1.02;1882
chr5;bzpH_M0283_1.02;1888
chr5;bzpH_M0283_1.02;1897
chr5;bzpH_M0283_1.02;1898
chr5;bzpH_M0283_1.02;1903
chr5;bzpH_M0283_1.02;1924
chr5;bzpH_M0283_1.02;1931
chr5;bzpH_M0283_1.02;1934
chr5;bzpH_M0283_1.02;1938
chr5;bzpH_M0283_1.02;1943
chr5;bzpH_M0283_1.02;1943
chr5;bzpH_M0283_1.02;1947
chr5;bzpH_M0283_1.02;1950
chr5;bzpH_M0283_1.02;1953
chr5;bzpH_M0283_1.02;1972
chr5;bzpH_M0283_1.02;1973
chr5;bzpH_M0283_1.02;1973
chr5;bzpH_M0283_1.02;1978
chr5;bzpH_M0283_1.02;1981
chr5;bzpH_M0283_1.02;1990
chr5;bzpH_M0283_1.02;1990
chr5;bzpH_M0283_1.02;1990
chr5;bzpH_M0283_1.02;1991
chr5;bzpH_M0283_1.02;1995
chr5;bzpH_M0283_1.02;2011
chr5;bzpH_M0283_1.02;2013
chr5;bzpH_M0283_1.02;2015
chr5;bzpH_M0283_1.02;2018
chr5;bzpH_M0283_1.02;2028
chr5;bzpH_M0283_1.02;2029
chr5;bzpH_M0283_1.02;2029
chr5;bzpH_M0283_1.02;2034
chr5;bzpH_M0283_1.02;2036
chr5;bzpH_M0283_1.02;2058
chr5;bzpH_M0283_1.02;2061
chr5;bzpH_M0283_1.02;2064
chr5;bzpH_M0283_1.02;2065
chr5;bzpH_M0283_1.02;2074
chr5;bzpH_M0283_1.02;2086
chr5;bzpH_M0283_1.02;2086
chr5;bzpH_M0283_1.02;2086
chr5;bzpH_M0283_1.02;2097
chr5;bzpH_M0283_1.02;2115
chr5;bzpH_M0283_1.02;2129
chr5;bzpH_M0283_1.02;2138
chr5;bzpH_M0283_1.02;2145
chr5;bzpH_M0283_1.02;2147
chr5;bzpH_M0283_1.02;2149
chr5;bzpH_M0283_1.02;2172
chr5;bzpH_M0283_1.02;2174
chr5;bzpH_M0283_1.02;2176
chr5;bzpH_M0283_1.02;2200
chr5;bzpH_M0283_1.02;2205
chr5;bzpH_M0283_1.02;2209
chr5;bzpH_M0283_1.02;2213
chr5;bzpH_M0283_1.02;2246
chr5;bzpH_M0283_1.02;2247
chr5;bzpH_M0283_1.02;2268
chr5;bzpH_M0283_1.02;2270
chr5;bzpH_M0283_1.02;2278
chr5;bzpH_M0283_1.02;2289
chr5;bzpH_M0283_1.02;2290
chr5;bzpH_M0283_1.02;2290
chr5;bzpH_M0283_1.02;2297
chr5;bzpH_M0283_1.02;2298
chr5;bzpH_M0283_1.02;2311
chr5;bzpH_M0283_1.02;2311
chr5;bzpH_M0283_1.02;2315
chr5;bzpH_M0283_1.02;2319
chr5;bzpH_M0283_1.02;2323
chr5;bzpH_M0283_1.02;2326
chr5;bzpH_M0283_1.02;2335
chr5;bzpH_M0283_1.02;2370
chr5;bzpH_M0283_1.02;2379
chr5;bzpH_M0283_1.02;2383
chr5;bzpH_M0283_1.02;2383
chr5;bzpH_M0283_1.02;2412
chr5;bzpH_M0283_1.02;2421
chr5;bzpH_M0283_1.02;2421
chr5;bzpH_M0283_1.02;2429
chr5;bzpH_M0283_1.02;2431
chr5;bzpH_M0283_1.02;2434
chr5;bzpH_M0283_1.02;2435
chr5;bzpH_M0283_1.02;2439
chr5;bzpH_M0283_1.02;2455
chr5;bzpH_M0283_1.02;2461
chr5;bzpH_M0283_1.02;2464
chr5;bzpH_M0283_1.02;2467
chr5;bzpH_M0283_1.02;2469
chr5;bzpH_M0283_1.02;2470
chr5;bzpH_M0283_1.02;2472
chr5;bzpH_M0283_1.02;2476
chr5;bzpH_M0283_1.02;2480
chr5;bzpH_M0283_1.02;2483
chr5;bzpH_M0283_1.02;2483
chr5;bzpH_M0283_1.02;2488
chr5;bzpH_M0283_1.02;2489
chr5;bzpH_M0283_1.02;2500
chr5;bzpH_M0283_1.02;2501
chr5;bzpH_M0283_1.02;2501
chr5;bzpH_M0283_1.02;2509
chr5;bzpH_M0283_1.02;2514
chr5;bzpH_M0283_1.02;2527
chr5;bzpH_M0283_1.02;2535
chr5;bzpH_M0283_1.02;2539
chr5;bzpH_M0283_1.02;2544
chr5;bzpH_M0283_1.02;2546
chr5;bzpH_M0283_1.02;2551
chr5;bzpH_M0283_1.02;2556
chr5;bzpH_M0283_1.02;13
chr5;bzpH_M0283_1.02;19
chr5;bzpH_M0283_1.02;22
chr5;bzpH_M0283_1.02;22
chr5;bzpH_M0283_1.02;41
chr5;bzpH_M0283_1.02;49
chr5;bzpH_M0283_1.02;50
chr5;bzpH_M0283_1.02;57
chr5;bzpH_M0283_1.02;65
chr5;bzpH_M0283_1.02;71
chr5;bzpH_M0283_1.02;71
chr5;bzpH_M0283_1.02;71
chr5;bzpH_M0283_1.02;72
chr5;bzpH_M0283_1.02;73
chr5;bzpH_M0283_1.02;83
chr5;bzpH_M0283_1.02;87
chr5;bzpH_M0283_1.02;95
chr5;bzpH_M0283_1.02;103
chr5;bzpH_M0283_1.02;115
chr5;bzpH_M0283_1.02;117
chr5;bzpH_M0283_1.02;119
chr5;bzpH_M0283_1.02;121
chr5;bzpH_M0283_1.02;123
chr5;bzpH_M0283_1.02;132
chr5;bzpH_M0283_1.02;155
chr5;bzpH_M0283_1.02;159
chr5;bzpH_M0283_1.02;162
chr5;bzpH_M0283_1.02;167
chr5;bzpH_M0283_1.02;175
chr5;bzpH_M0283_1.02;178
chr5;bzpH_M0283_1.02;178
chr5;bzpH_M0283_1.02;184
chr5;bzpH_M0283_1.02;185
chr5;bzpH_M0283_1.02;194
chr5;bzpH_M0283_1.02;211
chr5;bzpH_M0283_1.02;221
chr5;bzpH_M0283_1.02;236
chr5;bzpH_M0283_1.02;238
chr5;bzpH_M0283_1.02;243
chr5;bzpH_M0283_1.02;248
chr5;bzpH_M0283_1.02;251
chr5;bzpH_M0283_1.02;259
chr5;bzpH_M0283_1.02;265
chr5;bzpH_M0283_1.02;271
chr5;bzpH_M0283_1.02;272
chr5;bzpH_M0283_1.02;279
chr5;bzpH_M0283_1.02;279
chr5;bzpH_M0283_1.02;303
chr5;bzpH_M0283_1.02;303
chr5;bzpH_M0283_1.02;308
chr5;bzpH_M0283_1.02;321
chr5;bzpH_M0283_1.02;323
chr5;bzpH_M0283_1.02;324
chr5;bzpH_M0283_1.02;335
chr5;bzpH_M0283_1.02;340
chr5;bzpH_M0283_1.02;341
chr5;bzpH_M0283_1.02;346
chr5;bzpH_M0283_1.02;347
chr5;bzpH_M0283_1.02;353
chr5;bzpH_M0283_1.02;354
chr5;bzpH_M0283_1.02;356
chr5;bzpH_M0283_1.02;358
chr5;bzpH_M0283_1.02;360
chr5;bzpH_M0283_1.02;369
chr5;bzpH_M0283_1.02;375
chr5;bzpH_M0283_1.02;380
chr5;bzpH_M0283_1.02;382
chr5;bzpH_M0283_1.02;383
chr5;bzpH_M0283_1.02;388
chr5;bzpH_M0283_1.02;397
chr5;bzpH_M0283_1.02;412
chr5;bzpH_M0283_1.02;421
chr5;bzpH_M0283_1.02;422
chr5;bzpH_M0283_1.02;425
chr5;bzpH_M0283_1.02;437
chr5;bzpH_M0283_1.02;441
chr5;bzpH_M0283_1.02;455
chr5;bzpH_M0283_1.02;459
chr5;bzpH_M0283_1.02;474
chr5;bzpH_M0283_1.02;479
chr5;bzpH_M0283_1.02;518
chr5;bzpH_M0283_1.02;518
chr5;bzpH_M0283_1.02;535
chr5;bzpH_M0283_1.02;537
chr5;bzpH_M0283_1.02;545
chr5;bzpH_M0283_1.02;546
chr5;bzpH_M0283_1.02;554
chr5;bzpH_M0283_1.02;558
chr5;bzpH_M0283_1.02;560
chr5;bzpH_M0283_1.02;561
chr5;bzpH_M0283_1.02;568
chr5;bzpH_M0283_1.02;571
chr5;bzpH_M0283_1.02;571
chr5;bzpH_M0283_1.02;584
chr5;bzpH_M0283_1.02;586
chr5;bzpH_M0283_1.02;590
chr5;bzpH_M0283_1.02;592
chr5;bzpH_M0283_1.02;597
chr5;bzpH_M0283_1.02;603
chr5;bzpH_M0283_1.02;610
chr5;bzpH_M0283_1.02;610
chr5;bzpH_M0283_1.02;613
chr5;bzpH_M0283_1.02;614
chr5;bzpH_M0283_1.02;617
chr5;bzpH_M0283_1.02;622
chr5;bzpH_M0283_1.02;629
chr5;bzpH_M0283_1.02;648
chr5;bzpH_M0283_1.02;649
chr5;bzpH_M0283_1.02;653
chr5;bzpH_M0283_1.02;653
chr5;bzpH_M0283_1.02;653
chr5;bzpH_M0283_1.02;659
chr5;bzpH_M0283_1.02;660
chr5;bzpH_M0283_1.02;661
chr5;bzpH_M0283_1.02;673
chr5;bzpH_M0283_1.02;677
chr5;bzpH_M0283_1.02;680
chr5;bzpH_M0283_1.02;681
chr5;bzpH_M0283_1.02;684
chr5;bzpH_M0283_1.02;721
chr5;bzpH_M0283_1.02;722
chr5;bzpH_M0283_1.02;722
chr5;bzpH_M0283_1.02;733
chr5;bzpH_M0283_1.02;735
chr5;bzpH_M0283_1.02;735
chr5;bzpH_M0283_1.02;735
chr5;bzpH_M0283_1.02;736
chr5;bzpH_M0283_1.02;740
chr5;bzpH_M0283_1.02;749
chr5;bzpH_M0283_1.02;757
chr5;bzpH_M0283_1.02;772
chr5;bzpH_M0283_1.02;784
chr5;bzpH_M0283_1.02;785
chr5;bzpH_M0283_1.02;790
chr5;bzpH_M0283_1.02;791
chr5;bzpH_M0283_1.02;795
chr5;bzpH_M0283_1.02;802
chr5;bzpH_M0283_1.02;810
chr5;bzpH_M0283_1.02;812
chr5;bzpH_M0283_1.02;823
chr5;bzpH_M0283_1.02;830
chr5;bzpH_M0283_1.02;833
chr5;bzpH_M0283_1.02;849
chr5;bzpH_M0283_1.02;855
chr5;bzpH_M0283_1.02;867
chr5;bzpH_M0283_1.02;880
chr5;bzpH_M0283_1.02;891
chr5;bzpH_M0283_1.02;895
chr5;bzpH_M0283_1.02;910
chr5;bzpH_M0283_1.02;912
chr5;bzpH_M0283_1.02;912
chr5;bzpH_M0283_1.02;915
chr5;bzpH_M0283_1.02;917
chr5;bzpH_M0283_1.02;918
chr5;bzpH_M0283_1.02;925
chr5;bzpH_M0283_1.02;930
chr5;bzpH_M0283_1.02;933
chr5;bzpH_M0283_1.02;955
chr5;bzpH_M0283_1.02;968
chr5;bzpH_M0283_1.02;970
chr5;bzpH_M0283_1.02;977
chr5;bzpH_M0283_1.02;978
chr5;bzpH_M0283_1.02;979
chr5;bzpH_M0283_1.02;982
chr5;bzpH_M0283_1.02;995
chr5;bzpH_M0283_1.02;997
chr5;bzpH_M0283_1.02;999
chr5;bzpH_M0283_1.02;1000
chr5;bzpH_M0283_1.02;1021
chr5;bzpH_M0283_1.02;1029
chr5;bzpH_M0283_1.02;1036
chr5;bzpH_M0283_1.02;1037
chr5;bzpH_M0283_1.02;1045
chr5;bzpH_M0283_1.02;1047
chr5;bzpH_M0283_1.02;1054
chr5;bzpH_M0283_1.02;1074
chr5;bzpH_M0283_1.02;1075
chr5;bzpH_M0283_1.02;1077
chr5;bzpH_M0283_1.02;1080
chr5;bzpH_M0283_1.02;1082
chr5;bzpH_M0283_1.02;1093
chr5;bzpH_M0283_1.02;1107
chr5;bzpH_M0283_1.02;1122
chr5;bzpH_M0283_1.02;1125
chr5;bzpH_M0283_1.02;1146
chr5;bzpH_M0283_1.02;1156
chr5;bzpH_M0283_1.02;1159
chr5;bzpH_M0283_1.02;1161
chr5;bzpH_M0283_1.02;1163
chr5;bzpH_M0283_1.02;1169
chr5;bzpH_M0283_1.02;1183
chr5;bzpH_M0283_1.02;1198
chr5;bzpH_M0283_1.02;1199
chr5;bzpH_M0283_1.02;1201
chr5;bzpH_M0283_1.02;1201
chr5;bzpH_M0283_1.02;1201
chr5;bzpH_M0283_1.02;1216
chr5;bzpH_M0283_1.02;1228
chr5;bzpH_M0283_1.02;1235
chr5;bzpH_M0283_1.02;1235
chr5;bzpH_M0283_1.02;1241
chr5;bzpH_M0283_1.02;1245
chr5;bzpH_M0283_1.02;1248
chr5;bzpH_M0283_1.02;1250
chr5;bzpH_M0283_1.02;1262
chr5;bzpH_M0283_1.02;1262
chr5;bzpH_M0283_1.02;1263
chr5;bzpH_M0283_1.02;1265
chr5;bzpH_M0283_1.02;1266
chr5;bzpH_M0283_1.02;1266
chr5;bzpH_M0283_1.02;1271
chr5;bzpH_M0283_1.02;1278
chr5;bzpH_M0283_1.02;1293
chr5;bzpH_M0283_1.02;1313
chr5;bzpH_M0283_1.02;1315
chr5;bzpH_M0283_1.02;1327
chr5;bzpH_M0283_1.02;1329
chr5;bzpH_M0283_1.02;1339
chr5;bzpH_M0283_1.02;1351
chr5;bzpH_M0283_1.02;1358
chr5;bzpH_M0283_1.02;1367
chr5;bzpH_M0283_1.02;1370
chr5;bzpH_M0283_1.02;1373
chr5;bzpH_M0283_1.02;1378
chr5;bzpH_M0283_1.02;1389
chr5;bzpH_M0283_1.02;1397
chr5;bzpH_M0283_1.02;1414
chr5;bzpH_M0283_1.02;1419
chr5;bzpH_M0283_1.02;1422
chr5;bzpH_M0283_1.02;1428
chr5;bzpH_M0283_1.02;1429
chr5;bzpH_M0283_1.02;1431
chr5;bzpH_M0283_1.02;1439
chr5;bzpH_M0283_1.02;1446
chr5;bzpH_M0283_1.02;1459
chr5;bzpH_M0283_1.02;1463
chr5;bzpH_M0283_1.02;1479
chr5;bzpH_M0283_1.02;1488
chr5;bzpH_M0283_1.02;1488
chr5;bzpH_M0283_1.02;1488
chr5;bzpH_M0283_1.02;1495
chr5;bzpH_M0283_1.02;1501
chr5;bzpH_M0283_1.02;1502
chr5;bzpH_M0283_1.02;1515
chr5;bzpH_M0283_1.02;1515
chr5;bzpH_M0283_1.02;1521
chr5;bzpH_M0283_1.02;1522
chr5;bzpH_M0283_1.02;1535
chr5;bzpH_M0283_1.02;1543
chr5;bzpH_M0283_1.02;1555
chr5;bzpH_M0283_1.02;1591
chr5;bzpH_M0283_1.02;1591
chr5;bzpH_M0283_1.02;1625
chr5;bzpH_M0283_1.02;1628
chr5;bzpH_M0283_1.02;1632
chr5;bzpH_M0283_1.02;1638
chr5;bzpH_M0283_1.02;1641
chr5;bzpH_M0283_1.02;1646
chr5;bzpH_M0283_1.02;1648
chr5;bzpH_M0283_1.02;1653
chr5;bzpH_M0283_1.02;1656
chr5;bzpH_M0283_1.02;1672
chr5;bzpH_M0283_1.02;1683
chr5;bzpH_M0283_1.02;1688
chr5;bzpH_M0283_1.02;1690
chr5;bzpH_M0283_1.02;1690
chr5;bzpH_M0283_1.02;1699
chr5;bzpH_M0283_1.02;1707
chr5;bzpH_M0283_1.02;1707
chr5;bzpH_M0283_1.02;1708
chr5;bzpH_M0283_1.02;1708
chr5;bzpH_M0283_1.02;1712
chr5;bzpH_M0283_1.02;1722
chr5;bzpH_M0283_1.02;1725
chr5;bzpH_M0283_1.02;1738
chr5;bzpH_M0283_1.02;1743
chr5;bzpH_M0283_1.02;1747
chr5;bzpH_M0283_1.02;1759
chr5;bzpH_M0283_1.02;1762
chr5;bzpH_M0283_1.02;1778
chr5;bzpH_M0283_1.02;1795
chr5;bzpH_M0283_1.02;1800
chr5;bzpH_M0283_1.02;1814
chr5;bzpH_M0283_1.02;1814
chr5;bzpH_M0283_1.02;1819
chr5;bzpH_M0283_1.02;1822
chr5;bzpH_M0283_1.02;1825
chr5;bzpH_M0283_1.02;1826
chr5;bzpH_M0283_1.02;1834
chr5;bzpH_M0283_1.02;1835
chr5;bzpH_M0283_1.02;1843
chr5;bzpH_M0283_1.02;1854
chr5;bzpH_M0283_1.02;1864
chr5;bzpH_M0283_1.02;1874
chr5;bzpH_M0283_1.02;1882
chr5;bzpH_M0283_1.02;1882
chr5;bzpH_M0283_1.02;1882
chr5;bzpH_M0283_1.02;1888
chr5;bzpH_M0283_1.02;1897
chr5;bzpH_M0283_1.02;1898
chr5;bzpH_M0283_1.02;1903
chr5;bzpH_M0283_1.02;1924
chr5;bzpH_M0283_1.02;1931
chr5;bzpH_M0283_1.02;1934
chr5;bzpH_M0283_1.02;1938
chr5;bzpH_M0283_1.02;1943
chr5;bzpH_M0283_1.02;1943
chr5;bzpH_M0283_1.02;1947
chr5;bzpH_M0283_1.02;1950
chr5;bzpH_M0283_1.02;1953
chr5;bzpH_M0283_1.02;1972
chr5;bzpH_M0283_1.02;1973
chr5;bzpH_M0283_1.02;1973
chr5;bzpH_M0283_1.02;1978
chr5;bzpH_M0283_1.02;1981
chr5;bzpH_M0283_1.02;1990
chr5;bzpH_M0283_1.02;1990
chr5;bzpH_M0283_1.02;1990
chr5;bzpH_M0283_1.02;1991
chr5;bzpH_M0283_1.02;1995
chr5;bzpH_M0283_1.02;2011
chr5;bzpH_M0283_1.02;2013
chr5;bzpH_M0283_1.02;2015
chr5;bzpH_M0283_1.02;2018
chr5;bzpH_M0283_1.02;2028
chr5;bzpH_M0283_1.02;2029
chr5;bzpH_M0283_1.02;2029
chr5;bzpH_M0283_1.02;2034
chr5;bzpH_M0283_1.02;2036
chr5;bzpH_M0283_1.02;2058
chr5;bzpH_M0283_1.02;2061
chr5;bzpH_M0283_1.02;2064
chr5;bzpH_M0283_1.02;2065
chr5;bzpH_M0283_1.02;2074
chr5;bzpH_M0283_1.02;2086
chr5;bzpH_M0283_1.02;2086
chr5;bzpH_M0283_1.02;2086
chr5;bzpH_M0283_1.02;2097
chr5;bzpH_M0283_1.02;2115
chr5;bzpH_M0283_1.02;2129
chr5;bzpH_M0283_1.02;2138
chr5;bzpH_M0283_1.02;2145
chr5;bzpH_M0283_1.02;2147
chr5;bzpH_M0283_1.02;2149
chr5;bzpH_M0283_1.02;2172
chr5;bzpH_M0283_1.02;2174
chr5;bzpH_M0283_1.02;2176
chr5;bzpH_M0283_1.02;2200
chr5;bzpH_M0283_1.02;2205
chr5;bzpH_M0283_1.02;2209
chr5;bzpH_M0283_1.02;2213
chr5;bzpH_M0283_1.02;2246
chr5;bzpH_M0283_1.02;2247
chr5;bzpH_M0283_1.02;2268
chr5;bzpH_M0283_1.02;2270
chr5;bzpH_M0283_1.02;2278
chr5;bzpH_M0283_1.02;2289
chr5;bzpH_M0283_1.02;2290
chr5;bzpH_M0283_1.02;2290
chr5;bzpH_M0283_1.02;2297
chr5;bzpH_M0283_1.02;2298
chr5;bzpH_M0283_1.02;2311
chr5;bzpH_M0283_1.02;2311
chr5;bzpH_M0283_1.02;2315
chr5;bzpH_M0283_1.02;2319
chr5;bzpH_M0283_1.02;2323
chr5;bzpH_M0283_1.02;2326
chr5;bzpH_M0283_1.02;2335
chr5;bzpH_M0283_1.02;2370
chr5;bzpH_M0283_1.02;2379
chr5;bzpH_M0283_1.02;2383
chr5;bzpH_M0283_1.02;2383
chr5;bzpH_M0283_1.02;2412
chr5;bzpH_M0283_1.02;2421
chr5;bzpH_M0283_1.02;2421
chr5;bzpH_M0283_1.02;2429
chr5;bzpH_M0283_1.02;2431
chr5;bzpH_M0283_1.02;2434
chr5;bzpH_M0283_1.02;2435
chr5;bzpH_M0283_1.02;2439
chr5;bzpH_M0283_1.02;2455
chr5;bzpH_M0283_1.02;2461
chr5;bzpH_M0283_1.02;2464
chr5;bzpH_M0283_1.02;2467
chr5;bzpH_M0283_1.02;2469
chr5;bzpH_M0283_1.02;2470
chr5;bzpH_M0283_1.02;2472
chr5;bzpH_M0283_1.02;2476
chr5;bzpH_M0283_1.02;2480
chr5;bzpH_M0283_1.02;2483
chr5;bzpH_M0283_1.02;2483
chr5;bzpH_M0283_1.02;2488
chr5;bzpH_M0283_1.02;2489
chr5;bzpH_M0283_1.02;2500
chr5;bzpH_M0283_1.02;2501
chr5;bzpH_M0283_1.02;2501
chr5;bzpH_M0283_1.02;2509
chr5;bzpH_M0283_1.02;2514
chr5;bzpH_M0283_1.02;2527
chr5;bzpH_M0283_1.02;2535
chr5;bzpH_M0283_1.02;2539
chr5;bzpH_M0283_1.02;2544
chr5;bzpH_M0283_1.02;2546
chr5;bzpH_M0283_1.02;2551
chr5;bzpH_M0283_1.02;2556
chr6;bzpH_M0283_1.02;2
chr6;bzpH_M0283_1.02;9
chr6;bzpH_M0283_1.02;10
chr6;bzpH_M0283_1.02;14
chr6;bzpH_M0283_1.02;19
chr6;bzpH_M0283_1.02;22
chr6;bzpH_M0283_1.02;28
chr6;bzpH_M0283_1.02;29
chr6;bzpH_M0283_1.02;29
chr6;bzpH_M0283_1.02;32
chr6;bzpH_M0283_1.02;33
chr6;bzpH_M0283_1.02;39
chr6;bzpH_M0283_1.02;44
chr6;bzpH_M0283_1.02;44
chr6;bzpH_M0283_1.02;51
chr6;bzpH_M0283_1.02;59
chr6;bzpH_M0283_1.02;63
chr6;bzpH_M0283_1.02;124
chr6;bzpH_M0283_1.02;125
chr6;bzpH_M0283_1.02;135
chr6;bzpH_M0283_1.02;136
chr6;bzpH_M0283_1.02;137
chr6;bzpH_M0283_1.02;141
chr6;bzpH_M0283_1.02;141
chr6;bzpH_M0283_1.02;143
chr6;bzpH_M0283_1.02;146
chr6;bzpH_M0283_1.02;149
chr6;bzpH_M0283_1.02;150
chr6;bzpH_M0283_1.02;153
chr6;bzpH_M0283_1.02;158
chr6;bzpH_M0283_1.02;159
chr6;bzpH_M0283_1.02;172
chr6;bzpH_M0283_1.02;183
chr6;bzpH_M0283_1.02;187
chr6;bzpH_M0283_1.02;191
chr6;bzpH_M0283_1.02;192
chr6;bzpH_M0283_1.02;199
chr6;bzpH_M0283_1.02;205
chr6;bzpH_M0283_1.02;205
chr6;bzpH_M0283_1.02;218
chr6;bzpH_M0283_1.02;219
chr6;bzpH_M0283_1.02;227
chr6;bzpH_M0283_1.02;241
chr6;bzpH_M0283_1.02;246
chr6;bzpH_M0283_1.02;247
chr6;bzpH_M0283_1.02;248
chr6;bzpH_M0283_1.02;255
chr6;bzpH_M0283_1.02;255
chr6;bzpH_M0283_1.02;262
chr6;bzpH_M0283_1.02;263
chr6;bzpH_M0283_1.02;287
chr6;bzpH_M0283_1.02;296
chr6;bzpH_M0283_1.02;305
chr6;bzpH_M0283_1.02;318
chr6;bzpH_M0283_1.02;331
chr6;bzpH_M0283_1.02;334
chr6;bzpH_M0283_1.02;338
chr6;bzpH_M0283_1.02;345
chr6;bzpH_M0283_1.02;348
chr6;bzpH_M0283_1.02;358
chr6;bzpH_M0283_1.02;361
chr6;bzpH_M0283_1.02;365
chr6;bzpH_M0283_1.02;372
chr6;bzpH_M0283_1.02;381
chr6;bzpH_M0283_1.02;384
chr6;bzpH_M0283_1.02;385
chr6;bzpH_M0283_1.02;390
chr6;bzpH_M0283_1.02;401
chr6;bzpH_M0283_1.02;415
chr6;bzpH_M0283_1.02;418
chr6;bzpH_M0283_1.02;434
chr6;bzpH_M0283_1.02;434
chr6;bzpH_M0283_1.02;439
chr6;bzpH_M0283_1.02;445
chr6;bzpH_M0283_1.02;446
chr6;bzpH_M0283_1.02;462
chr6;bzpH_M0283_1.02;468
chr6;bzpH_M0283_1.02;471
chr6;bzpH_M0283_1.02;484
chr6;bzpH_M0283_1.02;487
chr6;bzpH_M0283_1.02;487
chr6;bzpH_M0283_1.02;507
chr6;bzpH_M0283_1.02;507
chr6;bzpH_M0283_1.02;509
chr6;bzpH_M0283_1.02;514
chr6;bzpH_M0283_1.02;517
chr6;bzpH_M0283_1.02;522
chr6;bzpH_M0283_1.02;533
chr6;bzpH_M0283_1.02;535
chr6;bzpH_M0283_1.02;539
chr6;bzpH_M0283_1.02;549
chr6;bzpH_M0283_1.02;557
chr6;bzpH_M0283_1.02;560
chr6;bzpH_M0283_1.02;564
chr6;bzpH_M0283_1.02;568
chr6;bzpH_M0283_1.02;572
chr6;bzpH_M0283_1.02;579
chr6;bzpH_M0283_1.02;586
chr6;bzpH_M0283_1.02;588
chr6;bzpH_M0283_1.02;590
chr6;bzpH_M0283_1.02;595
chr6;bzpH_M0283_1.02;601
chr6;bzpH_M0283_1.02;604
chr6;bzpH_M0283_1.02;605
chr6;bzpH_M0283_1.02;621
chr6;bzpH_M0283_1.02;621
chr6;bzpH_M0283_1.02;645
chr6;bzpH_M0283_1.02;648
chr6;bzpH_M0283_1.02;673
chr6;bzpH_M0283_1.02;677
chr6;bzpH_M0283_1.02;682
chr6;bzpH_M0283_1.02;685
chr6;bzpH_M0283_1.02;692
chr6;bzpH_M0283_1.02;701
chr6;bzpH_M0283_1.02;703
chr6;bzpH_M0283_1.02;758
chr6;bzpH_M0283_1.02;761
chr6;bzpH_M0283_1.02;771
chr6;bzpH_M0283_1.02;773
chr6;bzpH_M0283_1.02;774
chr6;bzpH_M0283_1.02;792
chr6;bzpH_M0283_1.02;792
chr6;bzpH_M0283_1.02;796
chr6;bzpH_M0283_1.02;808
chr6;bzpH_M0283_1.02;818
chr6;bzpH_M0283_1.02;824
