Chr;Left;Right;Motif name;Frequency;Occuriencies around loop;Occuriencies in genome
chr4;1454;1465;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;1454;1465;mybV_M1348_1.02;0.00041;1;2436
chr4;1454;1465;mybG_M1351_1.02;0.00013;1;7662
chr4;1454;1465;bzpS_M0288_1.02;0.00427;2;468
chr4;1454;1465;bzpH_M0283_1.02;0.00036;2;5514
chr4;1454;1465;hbx7_M0876_1.02;0.00292;1;343
chr4;1454;1465;gbfA_M1673_1.02;0.00023;1;4289
chr4;1454;1465;hbx10_M0878_1.02;0.00032;1;3127
chr4;2027;2046;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2027;2046;mybE_M1349_1.02;0.00171;1;584
chr4;2027;2046;hbx10_M0878_1.02;0.00032;1;3127
chr1;2368;2376;bzpH_M0283_1.02;0.00036;2;5514
chr1;1874;1881;mybG_M1351_1.02;0.00013;1;7662
chr1;1874;1881;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1874;1881;bzpQ_M0286_1.02;0.00169;1;593
chr1;1874;1881;bzpJ_M0282_1.02;0.00099;1;1011
chr2;3623;3632;mybG_M1351_1.02;0.00013;1;7662
chr2;3623;3632;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;3623;3632;gtaE_M0773_1.02;0.00057;1;1766
chr2;135;145;hbx5-1_M0873_1.02;0.00037;4;10702
chr2;135;145;bzpD_M0284_1.02;0.00266;1;376
chr2;135;145;bzpJ_M0282_1.02;0.00099;1;1011
chr2;135;145;gtaE_M0773_1.02;0.00113;2;1766
chr2;383;400;gtaC_M0776_1.02;0.00173;1;579
chr2;383;400;mybE_M1349_1.02;0.00171;1;584
chr2;383;400;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;383;400;gtaI_M0779_1.02;0.00277;1;361
chr4;505;513;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;505;513;srfA_M1297_1.02;0.00081;1;1240
chr4;505;513;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;505;513;gtaE_M0773_1.02;0.00057;1;1766
chr2;78;85;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;78;85;stkA_M0775_1.02;0.00172;1;583
chr2;78;85;hbx9_M0877_1.02;0.00166;1;602
chr2;78;85;mybG_M1351_1.02;0.00026;2;7662
chr2;78;85;srfA_M1297_1.02;0.00081;1;1240
chr2;78;85;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1464;1472;mybG_M1351_1.02;0.00026;2;7662
chr4;1376;1385;stkA_M0775_1.02;0.00172;1;583
chr4;1376;1385;mybZ_M1350_1.02;0.00214;1;467
chr4;1376;1385;hbx2_M0875_1.02;0.00211;1;474
chr5;2537;2549;hbx4_M0872_1.02;0.00218;1;459
chr5;1539;1552;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1539;1552;mybG_M1351_1.02;0.00013;1;7662
chr5;1539;1552;gtaT_M0778_1.02;0.00188;1;532
chr5;1539;1552;gbfA_M1673_1.02;0.00023;1;4289
chr5;1539;1552;hbx10_M0878_1.02;0.00032;1;3127
chr5;1539;1552;mybE_M1349_1.02;0.00171;1;584
chr6;464;473;mybG_M1351_1.02;0.00013;1;7662
chr6;464;473;bzpD_M0284_1.02;0.00266;1;376
chr6;464;473;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;464;473;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;281;292;bzpH_M0283_1.02;0.00036;2;5514
chr1;281;292;hbx10_M0878_1.02;0.00032;1;3127
chr3;3066;3070;mybG_M1351_1.02;0.00039;3;7662
chr3;3066;3070;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;3066;3070;mybAA_M1347_1.02;0.00330;1;303
chr3;3066;3070;bzpH_M0283_1.02;0.00036;2;5514
chr3;3066;3070;mybA_M1354_1.02;0.00467;1;214
chr1;1953;1962;mybG_M1351_1.02;0.00013;1;7662
chr1;1953;1962;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;1953;1962;mybAA_M1347_1.02;0.00330;1;303
chr1;1953;1962;hbx9_M0877_1.02;0.00166;1;602
chr1;1953;1962;mybA_M1354_1.02;0.00467;1;214
chr5;2204;2212;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;2204;2212;mybV_M1348_1.02;0.00041;1;2436
chr5;2204;2212;mybG_M1351_1.02;0.00013;1;7662
chr5;2204;2212;hbx10_M0878_1.02;0.00032;1;3127
chr5;2204;2212;mybZ_M1350_1.02;0.00214;1;467
chr5;2204;2212;gtaG_M0774_1.02;0.00578;1;173
chr5;2204;2212;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1734;1749;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1734;1749;stkA_M0775_1.02;0.00172;1;583
chr5;1734;1749;mybG_M1351_1.02;0.00026;2;7662
chr5;1734;1749;hbx2_M0875_1.02;0.00211;1;474
chr5;1734;1749;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1734;1749;DDB_G0270590_M1714_1.02;0.00228;1;439
chr6;311;320;mybG_M1351_1.02;0.00013;1;7662
chr6;311;320;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;311;320;hbx10_M0878_1.02;0.00032;1;3127
chr6;311;320;srfA_M1297_1.02;0.00081;1;1240
chr6;311;320;gtaE_M0773_1.02;0.00057;1;1766
chr4;2183;2191;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2183;2191;gtaT_M0778_1.02;0.00188;1;532
chr4;2183;2191;hbx2_M0875_1.02;0.00211;1;474
chr4;2183;2191;gbfA_M1673_1.02;0.00023;1;4289
chr4;2183;2191;mybZ_M1350_1.02;0.00214;1;467
chr4;2183;2191;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr5;1760;1775;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1760;1775;gbfA_M1673_1.02;0.00023;1;4289
chr5;1760;1775;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2092;2096;mybG_M1351_1.02;0.00026;2;7662
chr3;2092;2096;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;2092;2096;gbfA_M1673_1.02;0.00023;1;4289
chr5;819;825;mybG_M1351_1.02;0.00013;1;7662
chr5;819;825;gtaC_M0776_1.02;0.00173;1;579
chr5;819;825;gbfA_M1673_1.02;0.00023;1;4289
chr5;819;825;gtaL_M0780_1.02;0.00286;1;350
chr5;819;825;gtaI_M0779_1.02;0.00277;1;361
chr2;2684;2696;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2684;2696;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;2684;2696;hbx10_M0878_1.02;0.00032;1;3127
chr2;2684;2696;hbx2_M0875_1.02;0.00211;1;474
chr1;2377;2385;bzpH_M0283_1.02;0.00036;2;5514
chr2;821;832;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;821;832;gtaH_M0777_1.02;0.00277;1;361
chr2;821;832;gbfA_M1673_1.02;0.00023;1;4289
chr2;821;832;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;821;832;hbx10_M0878_1.02;0.00064;2;3127
chr2;821;832;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;1712;1717;bzpH_M0283_1.02;0.00036;2;5514
chr4;1712;1717;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;1712;1717;hbx10_M0878_1.02;0.00032;1;3127
chr4;1712;1717;mybV_M1348_1.02;0.00041;1;2436
chr4;1712;1717;gtaI_M0779_1.02;0.00277;1;361
chr3;1875;1883;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1875;1883;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1875;1883;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;1875;1883;hbx10_M0878_1.02;0.00032;1;3127
chr3;1875;1883;hbx7_M0876_1.02;0.00292;1;343
chr3;2445;2452;mybG_M1351_1.02;0.00013;1;7662
chr3;2445;2452;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2445;2452;bzpS_M0288_1.02;0.00427;2;468
chr3;2445;2452;bzpH_M0283_1.02;0.00036;2;5514
chr4;933;938;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;933;938;bzpH_M0283_1.02;0.00036;2;5514
chr4;933;938;mybV_M1348_1.02;0.00041;1;2436
chr3;3129;3141;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;3129;3141;hbx7_M0876_1.02;0.00292;1;343
chr3;3129;3141;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;3129;3141;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;3129;3141;hbx9_M0877_1.02;0.00166;1;602
chr6;1716;1722;mybG_M1351_1.02;0.00026;2;7662
chr6;1716;1722;hbx5-1_M0873_1.02;0.00037;4;10702
chr6;1716;1722;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;1716;1722;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1716;1722;mybV_M1348_1.02;0.00041;1;2436
chr2;309;325;gtaN_M0781_1.02;0.00610;1;164
chr2;309;325;hbx10_M0878_1.02;0.00064;2;3127
chr1;2031;2037;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2031;2037;mybZ_M1350_1.02;0.00214;1;467
chr1;2031;2037;bzpJ_M0282_1.02;0.00099;1;1011
chr3;2179;2191;mybG_M1351_1.02;0.00013;1;7662
chr3;2179;2191;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;2205;2212;mybG_M1351_1.02;0.00013;1;7662
chr3;2205;2212;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;650;657;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;650;657;mybA_M1354_1.02;0.00467;1;214
chr6;650;657;mybAA_M1347_1.02;0.00330;1;303
chr6;650;657;bzpS_M0288_1.02;0.00427;2;468
chr6;650;657;gtaH_M0777_1.02;0.00277;1;361
chr6;650;657;gbfA_M1673_1.02;0.00023;1;4289
chr6;650;657;hbx10_M0878_1.02;0.00032;1;3127
chr6;650;657;hbx5-2_M0874_1.02;0.00065;2;3073
chr6;650;657;gtaG_M0774_1.02;0.00578;1;173
chr2;617;624;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;617;624;hbx7_M0876_1.02;0.00292;1;343
chr2;617;624;mybE_M1349_1.02;0.00342;2;584
chr2;617;624;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1528;1538;bzpH_M0283_1.02;0.00036;2;5514
chr1;1528;1538;hbx10_M0878_1.02;0.00032;1;3127
chr5;402;409;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;402;409;srfA_M1297_1.02;0.00161;2;1240
chr5;402;409;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;402;409;mybA_M1354_1.02;0.00467;1;214
chr5;402;409;mybZ_M1350_1.02;0.00214;1;467
chr6;245;254;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;452;458;gtaE_M0773_1.02;0.00057;1;1766
chr1;452;458;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;452;458;hbx10_M0878_1.02;0.00032;1;3127
chr1;452;458;gbfA_M1673_1.02;0.00023;1;4289
chr1;452;458;mybV_M1348_1.02;0.00041;1;2436
chr5;786;795;hbx4_M0872_1.02;0.00218;1;459
chr5;786;795;mybV_M1348_1.02;0.00041;1;2436
chr5;786;795;dimB_M0289_1.02;0.00324;1;309
chr5;786;795;bzpH_M0283_1.02;0.00073;4;5514
chr5;786;795;gtaE_M0773_1.02;0.00057;1;1766
chr5;786;795;hbx10_M0878_1.02;0.00032;1;3127
chr5;786;795;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr5;786;795;bzpQ_M0286_1.02;0.00169;1;593
chr3;2759;2772;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2759;2772;gbfA_M1673_1.02;0.00023;1;4289
chr3;2759;2772;hbx10_M0878_1.02;0.00032;1;3127
chr5;2459;2470;hbx5-1_M0873_1.02;0.00056;6;10702
chr5;2459;2470;bzpH_M0283_1.02;0.00036;2;5514
chr5;2459;2470;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;2459;2470;mybA_M1354_1.02;0.00467;1;214
chr2;581;590;mybG_M1351_1.02;0.00026;2;7662
chr2;581;590;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;581;590;gbfA_M1673_1.02;0.00023;1;4289
chr2;581;590;hbx10_M0878_1.02;0.00032;1;3127
chr2;581;590;bzpJ_M0282_1.02;0.00099;1;1011
chr5;800;808;mybG_M1351_1.02;0.00026;2;7662
chr5;800;808;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;800;808;gtaC_M0776_1.02;0.00173;1;579
chr5;800;808;dimB_M0289_1.02;0.00324;1;309
chr5;800;808;gtaE_M0773_1.02;0.00057;1;1766
chr4;1650;1658;mybG_M1351_1.02;0.00039;3;7662
chr4;1650;1658;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1650;1658;hbx10_M0878_1.02;0.00032;1;3127
chr5;177;184;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;177;184;bzpH_M0283_1.02;0.00036;2;5514
chr5;177;184;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1546;1553;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;1546;1553;bzpH_M0283_1.02;0.00036;2;5514
chr4;1546;1553;hbx10_M0878_1.02;0.00064;2;3127
chr4;1546;1553;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;1546;1553;gtaE_M0773_1.02;0.00057;1;1766
chr3;2466;2475;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;2466;2475;bzpH_M0283_1.02;0.00036;2;5514
chr3;2466;2475;gbfA_M1673_1.02;0.00023;1;4289
chr3;2466;2475;hbx10_M0878_1.02;0.00032;1;3127
chr1;1838;1848;mybG_M1351_1.02;0.00013;1;7662
chr1;1838;1848;stkA_M0775_1.02;0.00172;1;583
chr1;1838;1848;gtaE_M0773_1.02;0.00057;1;1766
chr1;1838;1848;bzpD_M0284_1.02;0.00266;1;376
chr5;243;251;mybQ_M1353_1.02;0.00435;1;230
chr5;243;251;mybZ_M1350_1.02;0.00214;1;467
chr5;243;251;hbx10_M0878_1.02;0.00032;1;3127
chr5;243;251;gtaE_M0773_1.02;0.00057;1;1766
chr2;2488;2504;mybG_M1351_1.02;0.00013;1;7662
chr3;2397;2404;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2397;2404;hbx4_M0872_1.02;0.00218;1;459
chr3;2397;2404;srfA_M1297_1.02;0.00161;2;1240
chr3;2397;2404;bzpH_M0283_1.02;0.00036;2;5514
chr3;2397;2404;gtaE_M0773_1.02;0.00057;1;1766
chr3;2397;2404;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2397;2404;bzpF_M0285_1.02;0.00962;1;104
chr1;2360;2368;bzpH_M0283_1.02;0.00036;2;5514
chr1;2360;2368;gtaE_M0773_1.02;0.00057;1;1766
chr3;145;150;mybG_M1351_1.02;0.00013;1;7662
chr3;145;150;gtaE_M0773_1.02;0.00057;1;1766
chr3;145;150;gbfA_M1673_1.02;0.00023;1;4289
chr3;145;150;gtaH_M0777_1.02;0.00277;1;361
chr1;2137;2148;mybG_M1351_1.02;0.00013;1;7662
chr1;2137;2148;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;635;645;mybG_M1351_1.02;0.00026;2;7662
chr5;635;645;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;635;645;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;635;645;gtaE_M0773_1.02;0.00113;2;1766
chr3;2218;2226;mybV_M1348_1.02;0.00041;1;2436
chr3;2218;2226;mybAA_M1347_1.02;0.00330;1;303
chr3;2218;2226;bzpH_M0283_1.02;0.00073;4;5514
chr3;2218;2226;gtaE_M0773_1.02;0.00057;1;1766
chr3;2218;2226;gbfA_M1673_1.02;0.00023;1;4289
chr3;2218;2226;hbx10_M0878_1.02;0.00064;2;3127
chr3;2218;2226;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;478;488;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;478;488;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;427;436;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;427;436;gtaN_M0781_1.02;0.00610;1;164
chr2;427;436;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;497;506;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;2606;2619;mybG_M1351_1.02;0.00026;2;7662
chr2;2606;2619;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2606;2619;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;2606;2619;gtaT_M0778_1.02;0.00188;1;532
chr2;2606;2619;bzpH_M0283_1.02;0.00036;2;5514
chr3;2918;2928;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;222;231;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;222;231;bzpH_M0283_1.02;0.00036;2;5514
chr4;222;231;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1603;1610;mybG_M1351_1.02;0.00026;2;7662
chr3;1603;1610;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1603;1610;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1603;1610;srfA_M1297_1.02;0.00081;1;1240
chr2;670;681;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;670;681;gtaE_M0773_1.02;0.00113;2;1766
chr1;1356;1365;mybG_M1351_1.02;0.00013;1;7662
chr1;1356;1365;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1356;1365;gtaE_M0773_1.02;0.00057;1;1766
chr1;1356;1365;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1356;1365;hbx9_M0877_1.02;0.00166;1;602
chr2;2153;2166;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2153;2166;gtaG_M0774_1.02;0.00578;1;173
chr2;2153;2166;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2445;2455;mybG_M1351_1.02;0.00013;1;7662
chr2;2445;2455;srfA_M1297_1.02;0.00081;1;1240
chr2;2445;2455;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr2;2445;2455;gbfA_M1673_1.02;0.00047;2;4289
chr2;2445;2455;gtaE_M0773_1.02;0.00057;1;1766
chr3;1541;1549;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;1541;1549;mybA_M1354_1.02;0.00467;1;214
chr3;1541;1549;bzpJ_M0282_1.02;0.00099;1;1011
chr3;1541;1549;bzpH_M0283_1.02;0.00036;2;5514
chr3;1541;1549;gbfA_M1673_1.02;0.00023;1;4289
chr3;1541;1549;bzpQ_M0286_1.02;0.00169;1;593
chr3;1200;1206;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;1200;1206;mybG_M1351_1.02;0.00013;1;7662
chr3;1200;1206;gtaT_M0778_1.02;0.00188;1;532
chr3;1200;1206;bzpJ_M0282_1.02;0.00099;1;1011
chr3;1200;1206;gtaI_M0779_1.02;0.00277;1;361
chr3;1200;1206;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1200;1206;gtaC_M0776_1.02;0.00173;1;579
chr3;2413;2419;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2413;2419;gbfA_M1673_1.02;0.00023;1;4289
chr3;2413;2419;hbx4_M0872_1.02;0.00218;1;459
chr1;2221;2235;mybG_M1351_1.02;0.00013;1;7662
chr1;2221;2235;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2221;2235;DDB_G0275333_M0101_1.02;0.00141;3;2125
chr3;2955;2964;srfA_M1297_1.02;0.00161;2;1240
chr3;2955;2964;hbx10_M0878_1.02;0.00064;2;3127
chr3;2955;2964;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;2955;2964;bzpQ_M0286_1.02;0.00169;1;593
chr3;2955;2964;gbfA_M1673_1.02;0.00023;1;4289
chr4;1158;1163;bzpH_M0283_1.02;0.00073;4;5514
chr4;1158;1163;mybE_M1349_1.02;0.00171;1;584
chr5;1042;1048;mybG_M1351_1.02;0.00013;1;7662
chr5;1042;1048;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1042;1048;hbx10_M0878_1.02;0.00032;1;3127
chr6;1603;1609;mybG_M1351_1.02;0.00026;2;7662
chr6;1603;1609;hbx5-1_M0873_1.02;0.00047;5;10702
chr6;1603;1609;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1603;1609;hbx9_M0877_1.02;0.00166;1;602
chr5;31;40;hbx5-1_M0873_1.02;0.00056;6;10702
chr5;31;40;hbx5-2_M0874_1.02;0.00098;3;3073
chr5;31;40;mybA_M1354_1.02;0.00467;1;214
chr2;387;395;gtaC_M0776_1.02;0.00345;2;579
chr2;387;395;bzpQ_M0286_1.02;0.00169;1;593
chr2;387;395;gtaL_M0780_1.02;0.00286;1;350
chr2;387;395;gtaI_M0779_1.02;0.00277;1;361
chr2;1060;1071;bzpH_M0283_1.02;0.00036;2;5514
chr2;1060;1071;gbfA_M1673_1.02;0.00047;2;4289
chr2;1060;1071;E2F_M0666_1.02;0.00126;1;796
chr5;1958;1970;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1958;1970;hbx9_M0877_1.02;0.00166;1;602
chr5;1958;1970;mybG_M1351_1.02;0.00013;1;7662
chr5;1958;1970;srfA_M1297_1.02;0.00161;2;1240
chr5;1958;1970;hbx10_M0878_1.02;0.00032;1;3127
chr5;1958;1970;DDB_G0270590_M1714_1.02;0.00228;1;439
chr4;1169;1177;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1169;1177;gtaE_M0773_1.02;0.00057;1;1766
chr4;1169;1177;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1509;1520;mybG_M1351_1.02;0.00026;2;7662
chr5;1509;1520;hbx5-1_M0873_1.02;0.00047;5;10702
chr5;1509;1520;hbx10_M0878_1.02;0.00096;3;3127
chr1;1982;1997;mybG_M1351_1.02;0.00013;1;7662
chr1;1982;1997;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1982;1997;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;633;650;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;633;650;mybI_M1352_1.02;0.01408;1;71
chr4;633;650;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2562;2575;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;2562;2575;gbfA_M1673_1.02;0.00023;1;4289
chr3;2562;2575;hbx10_M0878_1.02;0.00032;1;3127
chr2;2404;2418;mybG_M1351_1.02;0.00013;1;7662
chr2;2404;2418;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2404;2418;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2404;2418;E2F_M0666_1.02;0.00251;2;796
chr3;702;712;gtaE_M0773_1.02;0.00057;1;1766
chr3;702;712;mybAA_M1347_1.02;0.00330;1;303
chr3;702;712;hbx10_M0878_1.02;0.00032;1;3127
chr4;40;50;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;40;50;mybV_M1348_1.02;0.00082;2;2436
chr4;40;50;mybG_M1351_1.02;0.00026;2;7662
chr4;40;50;mybAA_M1347_1.02;0.00330;1;303
chr4;40;50;bzpJ_M0282_1.02;0.00099;1;1011
chr4;40;50;bzpH_M0283_1.02;0.00036;2;5514
chr4;40;50;gtaE_M0773_1.02;0.00057;1;1766
chr4;40;50;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;40;50;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;378;386;mybG_M1351_1.02;0.00013;1;7662
chr5;378;386;srfA_M1297_1.02;0.00081;1;1240
chr5;378;386;gbfA_M1673_1.02;0.00023;1;4289
chr5;378;386;hbx4_M0872_1.02;0.00218;1;459
chr5;378;386;mybV_M1348_1.02;0.00041;1;2436
chr1;1729;1737;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;1094;1102;mybG_M1351_1.02;0.00013;1;7662
chr4;1094;1102;gbfA_M1673_1.02;0.00047;2;4289
chr4;1094;1102;hbx10_M0878_1.02;0.00032;1;3127
chr4;1094;1102;mybV_M1348_1.02;0.00041;1;2436
chr3;1842;1850;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;1842;1850;gbfA_M1673_1.02;0.00047;2;4289
chr3;1842;1850;bzpQ_M0286_1.02;0.00169;1;593
chr3;1842;1850;bzpJ_M0282_1.02;0.00099;1;1011
chr3;1842;1850;dimB_M0289_1.02;0.00324;1;309
chr6;736;744;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;736;744;mybA_M1354_1.02;0.00467;1;214
chr6;736;744;gtaT_M0778_1.02;0.00188;1;532
chr6;736;744;gbfA_M1673_1.02;0.00023;1;4289
chr6;736;744;bzpF_M0285_1.02;0.00962;1;104
chr6;736;744;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1207;1220;mybG_M1351_1.02;0.00013;1;7662
chr3;1207;1220;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;1207;1220;DDB_G0270590_M1714_1.02;0.00228;1;439
chr3;1207;1220;gbfA_M1673_1.02;0.00023;1;4289
chr4;782;794;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;782;794;mybZ_M1350_1.02;0.00214;1;467
chr4;782;794;hbx10_M0878_1.02;0.00064;2;3127
chr2;2814;2826;mybG_M1351_1.02;0.00026;2;7662
chr2;2814;2826;hbx2_M0875_1.02;0.00211;1;474
chr2;507;516;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;507;516;mybV_M1348_1.02;0.00041;1;2436
chr2;507;516;mybG_M1351_1.02;0.00013;1;7662
chr2;507;516;hbx10_M0878_1.02;0.00064;2;3127
chr2;507;516;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;507;516;mybE_M1349_1.02;0.00171;1;584
chr1;1913;1924;hbx7_M0876_1.02;0.00292;1;343
chr1;1913;1924;mybG_M1351_1.02;0.00039;3;7662
chr1;1913;1924;bzpH_M0283_1.02;0.00036;2;5514
chr1;1913;1924;gtaE_M0773_1.02;0.00057;1;1766
chr1;1913;1924;hbx10_M0878_1.02;0.00032;1;3127
chr1;1913;1924;mybE_M1349_1.02;0.00171;1;584
chr2;4081;4092;mybG_M1351_1.02;0.00052;4;7662
chr2;4081;4092;stkA_M0775_1.02;0.00172;1;583
chr6;1522;1529;hbx5-1_M0873_1.02;0.00047;5;10702
chr6;1522;1529;srfA_M1297_1.02;0.00081;1;1240
chr6;1522;1529;bzpJ_M0282_1.02;0.00099;1;1011
chr6;1522;1529;bzpH_M0283_1.02;0.00036;2;5514
chr6;1522;1529;bzpD_M0284_1.02;0.00798;3;376
chr6;1522;1529;hbx5-2_M0874_1.02;0.00163;5;3073
chr3;2475;2481;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;712;722;mybG_M1351_1.02;0.00013;1;7662
chr2;712;722;bzpH_M0283_1.02;0.00036;2;5514
chr2;712;722;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;712;722;hbx10_M0878_1.02;0.00064;2;3127
chr2;172;180;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;172;180;stkA_M0775_1.02;0.00343;2;583
chr2;172;180;mybG_M1351_1.02;0.00013;1;7662
chr2;172;180;bzpH_M0283_1.02;0.00036;2;5514
chr2;172;180;hbx10_M0878_1.02;0.00032;1;3127
chr2;172;180;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;172;180;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;172;180;mybE_M1349_1.02;0.00171;1;584
chr3;1998;2005;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;1998;2005;hbx4_M0872_1.02;0.00218;1;459
chr3;1998;2005;gbfA_M1673_1.02;0.00023;1;4289
chr3;1998;2005;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1998;2005;srfA_M1297_1.02;0.00081;1;1240
